method,case,family,sources,cleared,virtual_time_s,s_per_source,movement_m,measurements,failed_clears,runtime_s,planning_calls,planning_time_s,cover_searches,failure
latest,n15_two_clusters_2,two_clusters,15,15,2402.6782643354827,160.17855095569885,8223.391321677413,114,1,0.2511164000025019,0,0.0,0,
latest,n15_two_clusters_3,two_clusters,15,15,2477.5937164330544,165.17291442887029,8337.96858216527,123,1,0.2644321999978274,0,0.0,0,
latest,n15_narrow_sector_0,narrow_sector,15,15,2734.963359899167,182.33089065994446,8299.816799495833,166,2,0.2509544999920763,0,0.0,0,
latest,n15_narrow_sector_1,narrow_sector,15,15,2367.305771967257,157.82038479781713,8411.52885983629,102,0,0.17698349998681806,0,0.0,0,
latest,n15_narrow_sector_2,narrow_sector,15,15,2572.3599796215262,171.49066530810174,9181.799898107627,110,2,0.3175941999943461,0,0.0,0,
latest,n15_narrow_sector_3,narrow_sector,15,15,2537.8067574144065,169.18711716096044,9294.033787072036,101,0,0.3036186999961501,0,0.0,0,
latest,n15_coverage_seams_0,coverage_seams,15,15,3705.319160967959,247.0212773978639,14486.595804839804,119,10,0.1897746000031475,0,0.0,0,
latest,n15_coverage_seams_1,coverage_seams,15,15,3325.9297017577323,221.72864678384883,12629.648508788658,117,12,0.2156503000005614,0,0.0,0,
latest,n15_coverage_seams_2,coverage_seams,15,15,3473.292022854199,231.55280152361325,12631.460114270996,141,13,0.18488450000586454,0,0.0,0,
latest,n15_coverage_seams_3,coverage_seams,15,15,3765.774857468979,251.0516571645986,14128.874287344894,140,13,0.17553550000593532,0,0.0,0,
latest,n16_uniform_disk_0,uniform_disk,16,16,3431.530256028713,214.47064100179458,13322.651280143564,115,3,0.24396340000384953,0,0.0,0,
latest,n16_uniform_disk_1,uniform_disk,16,16,3602.893292751466,225.18083079696663,13939.46646375733,122,5,0.24271760000556242,0,0.0,0,
latest,n16_uniform_disk_2,uniform_disk,16,16,3499.227009658089,218.70168810363057,13226.135048290449,129,2,0.27812980000453535,0,0.0,0,
latest,n16_uniform_disk_3,uniform_disk,16,16,2702.3701329534383,168.8981333095899,10321.850664767193,93,2,0.24879959999816492,0,0.0,0,
latest,n16_outer_ring_0,outer_ring,16,16,4250.726236775836,265.67038979848974,16463.631183879184,146,3,0.17405699999653734,0,0.0,0,
latest,n16_outer_ring_1,outer_ring,16,16,3392.3772525226195,212.02357828266372,12666.886262613098,128,7,0.20969889999832958,0,0.0,0,
latest,n16_outer_ring_2,outer_ring,16,16,3805.2699464926304,237.8293716557894,14361.349732463144,142,3,0.203052500000922,0,0.0,0,
latest,n16_outer_ring_3,outer_ring,16,16,3571.2143348281784,223.20089592676115,13906.071674140885,119,0,0.2185306000028504,0,0.0,0,
latest,n16_two_clusters_0,two_clusters,16,16,2155.7961967354477,134.73726229596548,7378.980983677239,100,2,0.2111977000022307,0,0.0,0,
latest,n16_two_clusters_1,two_clusters,16,16,1738.4375029668154,108.65234393542596,6187.187514834075,69,4,0.08441769999626558,0,0.0,0,
latest,n16_two_clusters_2,two_clusters,16,16,1708.730892639438,106.79568078996488,6183.65446319719,66,0,0.16967669999576174,0,0.0,0,
latest,n16_two_clusters_3,two_clusters,16,16,2040.8476559778799,127.55297849861749,6859.238279889396,99,0,0.24516800000856165,0,0.0,0,
latest,n16_narrow_sector_0,narrow_sector,16,16,2369.500668007117,148.0937917504448,7742.503340035588,124,0,0.16014809999614954,0,0.0,0,
latest,n16_narrow_sector_1,narrow_sector,16,16,1306.558935345472,81.659933459092,4412.794676727359,58,0,0.11397040000883862,0,0.0,0,
latest,n16_narrow_sector_2,narrow_sector,16,16,2409.9392550068637,150.62120343792898,8044.69627503432,120,1,0.1685084999917308,0,0.0,0,
latest,n16_narrow_sector_3,narrow_sector,16,16,1471.5340471367376,91.9708779460461,3992.6702356836863,99,1,0.1259319999953732,0,0.0,0,
latest,n16_coverage_seams_0,coverage_seams,16,16,3758.9888331716506,234.93680207322816,14229.944165858245,135,12,0.1653826000110712,0,0.0,0,
latest,n16_coverage_seams_1,coverage_seams,16,16,3639.70637886222,227.48164867888875,13863.531894311101,126,16,0.2042405999964103,0,0.0,0,
latest,n16_coverage_seams_2,coverage_seams,16,16,3739.210198226446,233.7006373891529,14301.050991132235,129,14,0.18897809999180026,0,0.0,0,
latest,n16_coverage_seams_3,coverage_seams,16,16,3550.3531584910584,221.89707240569115,13436.765792455293,126,14,0.22236200000043027,0,0.0,0,
mec,n10_uniform_disk_0,uniform_disk,10,10,3286.1633273782872,328.6163327378287,11875.816636891435,143,3,0.16066460000001825,0,0.0,0,
mec,n10_uniform_disk_1,uniform_disk,10,10,2836.3893777165645,283.63893777165646,9851.946888582825,134,7,0.17421640000247862,0,0.0,0,
mec,n10_uniform_disk_2,uniform_disk,10,10,2953.860696737966,295.3860696737966,10334.303483689831,139,3,0.16349710000213236,0,0.0,0,
mec,n10_uniform_disk_3,uniform_disk,10,10,2542.302857909645,254.2302857909645,8631.514289548224,127,2,0.20566120000148658,0,0.0,0,
mec,n10_outer_ring_0,outer_ring,10,10,3591.9905401359797,359.19905401359796,13544.9527006799,139,2,0.15005599999858532,0,0.0,0,
mec,n10_outer_ring_1,outer_ring,10,10,3082.5056557190346,308.25056557190345,10472.528278595177,154,7,0.15224640000087675,0,0.0,0,
mec,n10_outer_ring_2,outer_ring,10,10,3411.7351298730605,341.173512987306,12543.675649365303,142,2,0.14572709999629296,0,0.0,0,
mec,n10_outer_ring_3,outer_ring,10,10,3349.0922562553765,334.90922562553766,12490.461281276888,134,0,0.1559988999943016,0,0.0,0,
mec,n10_two_clusters_0,two_clusters,10,10,2409.3913693805857,240.93913693805857,7846.956846902929,132,0,0.1743099000013899,0,0.0,0,
mec,n10_two_clusters_1,two_clusters,10,10,2433.9471319730983,243.39471319730984,8009.735659865491,130,2,0.18408089999866206,0,0.0,0,
mec,n10_two_clusters_2,two_clusters,10,10,2407.8261642115303,240.78261642115302,7984.130821057653,127,1,0.17126320001261774,0,0.0,0,
mec,n10_two_clusters_3,two_clusters,10,10,2568.147955399657,256.8147955399657,8855.739776998285,125,0,0.1796728999906918,0,0.0,0,
mec,n10_narrow_sector_0,narrow_sector,10,10,2927.4725990900524,292.74725990900527,10912.362995450263,116,2,0.19994109999970533,0,0.0,0,
mec,n10_narrow_sector_1,narrow_sector,10,10,2492.513090966319,249.2513090966319,8682.565454831594,118,0,0.19971919999807142,0,0.0,0,
mec,n10_narrow_sector_2,narrow_sector,10,10,2732.3720392671476,273.23720392671476,10136.860196335738,110,0,0.1824410999979591,0,0.0,0,
mec,n10_narrow_sector_3,narrow_sector,10,10,2410.961058615189,241.09610586151888,8309.805293075946,117,0,0.18700819999503437,0,0.0,0,
mec,n10_coverage_seams_0,coverage_seams,10,10,3514.899055942311,351.4899055942311,13044.495279711551,141,6,0.14125279999279883,0,0.0,0,
mec,n10_coverage_seams_1,coverage_seams,10,10,3636.505706585807,363.6505706585807,13512.528532929031,144,10,0.14774559999932535,0,0.0,0,
mec,n10_coverage_seams_2,coverage_seams,10,10,3455.4431235388647,345.5443123538865,12697.215617694326,142,7,0.13437339999654796,0,0.0,0,
mec,n10_coverage_seams_3,coverage_seams,10,10,3551.4061502243567,355.14061502243567,13322.030751121783,137,8,0.14551320001191925,0,0.0,0,
mec,n11_uniform_disk_0,uniform_disk,11,11,3049.9866670364972,277.27151518513614,10964.93333518248,133,4,0.18418449998716824,0,0.0,0,
mec,n11_uniform_disk_1,uniform_disk,11,11,3138.623507036341,285.32940973057646,11428.11753518171,132,4,0.20241149999492336,0,0.0,0,
mec,n11_uniform_disk_2,uniform_disk,11,11,2856.315308564574,259.6650280513249,9771.576542822868,142,0,0.15892149999854155,0,0.0,0,
mec,n11_uniform_disk_3,uniform_disk,11,11,3330.9079632755265,302.8098148432297,12589.539816377635,127,0,0.2184102999890456,0,0.0,0,
mec,n11_outer_ring_0,outer_ring,11,11,4113.801682658252,373.98197115075016,15779.008413291258,151,0,0.1536729999934323,0,0.0,0,
mec,n11_outer_ring_1,outer_ring,11,11,3318.349222005873,301.668111091443,12101.746110029364,139,6,0.167505200006417,0,0.0,0,
mec,n11_outer_ring_2,outer_ring,11,11,3668.6774779734706,333.5161343612246,13943.38738986735,137,2,0.17411100000026636,0,0.0,0,
mec,n11_outer_ring_3,outer_ring,11,11,3275.2419532612503,297.7492684782955,11886.209766306252,140,3,0.16995109998970293,0,0.0,0,
mec,n11_two_clusters_0,two_clusters,11,11,2405.61636187573,218.69239653415727,7978.081809378651,126,1,0.19002559999353252,0,0.0,0,
mec,n11_two_clusters_1,two_clusters,11,11,2521.3452847418384,229.2132077038035,8436.726423709195,129,3,0.23085920000448823,0,0.0,0,
mec,n11_two_clusters_2,two_clusters,11,11,2720.277498931665,247.29795444833317,9496.387494658324,128,2,0.195951799993054,0,0.0,0,
mec,n11_two_clusters_3,two_clusters,11,11,2387.2614186471787,217.0237653315617,7911.307093235895,125,2,0.17993539999588393,0,0.0,0,
mec,n11_narrow_sector_0,narrow_sector,11,11,2361.833873522801,214.71217032025461,7894.169367614003,122,0,0.21629250000114553,0,0.0,0,
mec,n11_narrow_sector_1,narrow_sector,11,11,2409.3705738593762,219.03368853267057,8631.85286929688,105,0,0.21897810000518803,0,0.0,0,
mec,n11_narrow_sector_2,narrow_sector,11,11,2564.6861938302527,233.1532903482048,8878.430969151264,122,2,0.23117329999513458,0,0.0,0,
mec,n11_narrow_sector_3,narrow_sector,11,11,2565.1422342205615,233.1947485655056,8620.711171102806,131,1,0.23194909999438096,0,0.0,0,
mec,n11_coverage_seams_0,coverage_seams,11,11,3844.8606506534193,349.5327864230381,15049.303253267095,128,7,0.15297170000849292,0,0.0,0,
mec,n11_coverage_seams_1,coverage_seams,11,11,3382.4917953664635,307.49925412422397,12117.458976832322,147,11,0.15705959999468178,0,0.0,0,
mec,n11_coverage_seams_2,coverage_seams,11,11,3438.8666994491005,312.6242454044637,12674.333497245501,139,8,0.1467038999981014,0,0.0,0,
mec,n11_coverage_seams_3,coverage_seams,11,11,3464.3817973504842,314.94379975913495,12566.908986752424,147,8,0.13770870000007562,0,0.0,0,
mec,n12_uniform_disk_0,uniform_disk,12,12,3139.722461754448,261.6435384795373,11428.61230877224,133,1,0.19317440000304487,0,0.0,0,
mec,n12_uniform_disk_1,uniform_disk,12,12,3042.512649175505,253.54272076462541,10712.563245877522,140,3,0.20024549998925067,0,0.0,0,
mec,n12_uniform_disk_2,uniform_disk,12,12,3160.5896448506255,263.3824704042188,11637.948224253129,129,2,0.18892139999661595,0,0.0,0,
mec,n12_uniform_disk_3,uniform_disk,12,12,3295.94353936323,274.6619616136025,12114.717696816144,136,2,0.20477799999935087,0,0.0,0,
mec,n12_outer_ring_0,outer_ring,12,12,4012.5908294083883,334.3825691173657,15492.954147041939,142,2,0.17140370000561234,0,0.0,0,
mec,n12_outer_ring_1,outer_ring,12,12,3417.373520248069,284.78112668733905,12806.867601240345,132,5,0.20480769999267068,0,0.0,0,
mec,n12_outer_ring_2,outer_ring,12,12,3520.3632377431513,293.36360314526263,13196.816188715758,136,5,0.1862369000009494,0,0.0,0,
mec,n12_outer_ring_3,outer_ring,12,12,3993.994288163419,332.8328573469516,14969.971440817093,157,2,0.1585380000033183,0,0.0,0,
mec,n12_two_clusters_0,two_clusters,12,12,2527.198192970192,210.59984941418267,8655.99096485096,123,0,0.20702600000367966,0,0.0,0,
mec,n12_two_clusters_1,two_clusters,12,12,2585.7139240634715,215.47616033862263,8703.569620317356,130,3,0.2497014999971725,0,0.0,0,
mec,n12_two_clusters_2,two_clusters,12,12,2473.652714342704,206.13772619522533,8488.263571713518,119,2,0.2184178999887081,0,0.0,0,
mec,n12_two_clusters_3,two_clusters,12,12,2351.014313097589,195.91785942479908,7960.071565487944,117,0,0.2334835999936331,0,0.0,0,
mec,n12_narrow_sector_0,narrow_sector,12,12,2591.2389819261507,215.93658182717923,9161.194909630753,117,0,0.2321391000004951,0,0.0,0,
mec,n12_narrow_sector_1,narrow_sector,12,12,2280.6813685366747,190.05678071138956,7993.406842683372,104,0,0.24249420000705868,0,0.0,0,
mec,n12_narrow_sector_2,narrow_sector,12,12,2517.6882003858354,209.80735003215295,8698.441001929179,119,2,0.2428141999989748,0,0.0,0,
mec,n12_narrow_sector_3,narrow_sector,12,12,2583.1555104039608,215.26295920033007,8860.777552019803,126,0,0.2627271999954246,0,0.0,0,
mec,n12_coverage_seams_0,coverage_seams,12,12,3377.6593960549108,281.4716163379092,12553.296980274552,131,11,0.17525639999075793,0,0.0,0,
mec,n12_coverage_seams_1,coverage_seams,12,12,3221.7449636146684,268.47874696788904,11133.724818073348,152,11,0.1452523000043584,0,0.0,0,
mec,n12_coverage_seams_2,coverage_seams,12,12,3512.5988463018207,292.7165705251517,12817.994231509107,145,10,0.14882940000097733,0,0.0,0,
mec,n12_coverage_seams_3,coverage_seams,12,12,3321.1969571627174,276.76641309689313,11875.984785813587,145,9,0.13857200001075398,0,0.0,0,
mec,n13_uniform_disk_0,uniform_disk,13,13,3403.0860427167813,261.7758494397524,12695.430213583912,134,0,0.1759063000063179,0,0.0,0,
mec,n13_uniform_disk_1,uniform_disk,13,13,3222.796008910698,247.90738530082294,12008.980044553491,125,4,0.18823870000778697,0,0.0,0,
mec,n13_uniform_disk_2,uniform_disk,13,13,2904.4308684205353,223.41775910927194,10607.154342102678,120,1,0.21834099999978207,0,0.0,0,
mec,n13_uniform_disk_3,uniform_disk,13,13,2856.6555480065695,219.7427344620438,10008.277740032849,132,1,0.23021280000102706,0,0.0,0,
mec,n13_outer_ring_0,outer_ring,13,13,4049.746642402536,311.51897249250277,15558.73321201268,145,3,0.18419060000451282,0,0.0,0,
mec,n13_outer_ring_1,outer_ring,13,13,3414.8958917140635,262.68429936262027,12319.479458570322,146,7,0.20307979999051895,0,0.0,0,
mec,n13_outer_ring_2,outer_ring,13,13,3312.964660758786,254.84343544298355,11774.823303793932,149,1,0.16023789999599103,0,0.0,0,
mec,n13_outer_ring_3,outer_ring,13,13,4018.2181779864177,309.0937059989552,15781.090889932086,133,3,0.17423050000797957,0,0.0,0,
mec,n13_two_clusters_0,two_clusters,13,13,2523.8350035670283,194.14115412054065,8704.175017835141,120,0,0.223492899996927,0,0.0,0,
mec,n13_two_clusters_1,two_clusters,13,13,2452.9854481944626,188.69118832265096,8439.927240972313,116,2,0.2631688999972539,0,0.0,0,
mec,n13_two_clusters_2,two_clusters,13,13,2523.1091372725737,194.08531825173642,8600.545686362868,123,1,0.26261959999101236,0,0.0,0,
mec,n13_two_clusters_3,two_clusters,13,13,2644.1259316887686,203.3943024375976,8975.629658443846,131,1,0.25569249999534804,0,0.0,0,
mec,n13_narrow_sector_0,narrow_sector,13,13,2392.3598431124547,184.0276802394196,8601.799215562274,102,0,0.2524572999973316,0,0.0,0,
mec,n13_narrow_sector_1,narrow_sector,13,13,2473.573485755606,190.27488351966198,9042.867428778029,100,2,0.23822269999072887,0,0.0,0,
mec,n13_narrow_sector_2,narrow_sector,13,13,2562.989885887216,197.15306814517047,8829.949429436081,122,2,0.26622499999939464,0,0.0,0,
mec,n13_narrow_sector_3,narrow_sector,13,13,2548.2757653469107,196.02121271899313,9051.378826734552,113,1,0.2541339000017615,0,0.0,0,
mec,n13_coverage_seams_0,coverage_seams,13,13,3682.1065033448967,283.23896179576127,13780.532516724481,140,11,0.1745326000091154,0,0.0,0,
mec,n13_coverage_seams_1,coverage_seams,13,13,3565.9014668553696,274.3001128350284,13204.507334276852,139,13,0.18879079999169335,0,0.0,0,
mec,n13_coverage_seams_2,coverage_seams,13,13,3437.893509669128,264.45334689762524,13009.467548345634,125,11,0.1894888999959221,0,0.0,0,
mec,n13_coverage_seams_3,coverage_seams,13,13,3443.411060326914,264.8777738713011,12237.055301634575,151,13,0.1758620000036899,0,0.0,0,
mec,n14_uniform_disk_0,uniform_disk,14,14,3234.337703658156,231.02412168986828,12426.688518290774,113,2,0.26596889999927953,0,0.0,0,
mec,n14_uniform_disk_1,uniform_disk,14,14,2960.3686503137606,211.45490359384004,10301.843251568807,137,5,0.25485199999820907,0,0.0,0,
mec,n14_uniform_disk_2,uniform_disk,14,14,2996.8672301223523,214.06194500873946,10914.336150611758,124,2,0.22994459999608807,0,0.0,0,
mec,n14_uniform_disk_3,uniform_disk,14,14,3498.3556249147414,249.88254463676725,13291.77812457371,129,1,0.21746010000060778,0,0.0,0,
mec,n14_outer_ring_0,outer_ring,14,14,3967.735078607287,283.4096484719491,15498.675393036434,133,1,0.18774259999918286,0,0.0,0,
mec,n14_outer_ring_1,outer_ring,14,14,3564.595280612926,254.613948615209,13132.97640306463,142,9,0.18070820000139065,0,0.0,0,
mec,n14_outer_ring_2,outer_ring,14,14,3549.932490450608,253.5666064607577,13539.662452253033,129,2,0.20282910000241827,0,0.0,0,
mec,n14_outer_ring_3,outer_ring,14,14,3372.502937567313,240.89306696909378,12487.514687836567,134,3,0.20457200000237208,0,0.0,0,
mec,n14_two_clusters_0,two_clusters,14,14,2681.1937069463233,191.51383621045167,9495.96853473162,119,1,0.23226140000042506,0,0.0,0,
mec,n14_two_clusters_1,two_clusters,14,14,2590.1821253578764,185.01300895413402,8890.910626789377,124,1,0.25579799999832176,0,0.0,0,
mec,n14_two_clusters_2,two_clusters,14,14,2488.1757926954683,177.7268423353906,8305.878963477338,127,0,0.2475263999949675,0,0.0,0,
mec,n14_two_clusters_3,two_clusters,14,14,2640.7133933882515,188.62238524201797,9263.56696694126,120,0,0.2575512999901548,0,0.0,0,
mec,n14_narrow_sector_0,narrow_sector,14,14,2447.809517653849,174.84353697527493,8864.047588269244,102,0,0.2917475000140257,0,0.0,0,
