method,case,family,sources,cleared,virtual_time_s,s_per_source,movement_m,measurements,failed_clears,stops,outer_sector_transitions,runtime_s,shared_stops,recovery_actions,max_wait_seen,cover_searches,failure
q2,n16_coverage_seams_0,coverage_seams,16,16,3584.8917888853816,224.05573680533635,13534.458944426902,128,16,54,6,1.1358078000048408,0,0,0,0,
b4,n10_uniform_disk_2,uniform_disk,10,10,2961.7912213566146,296.1791221356615,10728.956106783073,128,0,20,4,0.6464631999988342,0,0,0,0,
b4,n10_outer_ring_3,outer_ring,10,10,3100.970323753237,310.0970323753237,10754.851618766183,150,1,23,4,0.5103554999950575,0,0,0,0,
b4,n10_two_clusters_0,two_clusters,10,10,2339.0684166449714,233.90684166449714,7570.342083224856,129,1,21,2,0.4881483000062872,0,0,0,0,
b4,n10_narrow_sector_1,narrow_sector,10,10,2417.4626556331177,241.74626556331177,8397.31327816559,114,2,21,1,0.6874887999874773,0,0,0,0,
b4,n10_coverage_seams_2,coverage_seams,10,10,3232.8523632707793,323.28523632707794,11359.261816353901,149,9,35,6,0.6707083999936003,0,0,0,0,
b4,n11_uniform_disk_3,uniform_disk,11,11,2931.686980104602,266.51699819132745,10548.434900523009,127,3,25,5,0.7853583000105573,0,0,0,0,
b4,n11_outer_ring_0,outer_ring,11,11,4041.1514910195447,367.37740827450403,15615.757455097732,144,2,33,5,0.4285176999983378,0,0,0,0,
b4,n11_two_clusters_1,two_clusters,11,11,2485.9667439526715,225.99697672297015,8364.833719763355,126,2,22,3,0.6746243000088725,0,0,0,0,
b4,n11_narrow_sector_2,narrow_sector,11,11,2429.9252095796833,220.9022917799712,8589.626047898419,110,0,19,1,0.5825218000099994,0,0,0,0,
b4,n11_coverage_seams_3,coverage_seams,11,11,3188.0606630596158,289.8236966417833,11340.303315298079,141,10,38,5,0.7152096000063466,0,0,0,0,
b4,n12_uniform_disk_0,uniform_disk,12,12,3178.740787895388,264.89506565794903,11858.703939476938,125,1,28,4,1.2792969000001904,0,0,0,0,
b4,n12_outer_ring_1,outer_ring,12,12,3302.7671070328865,275.23059225274056,11978.835535164433,139,7,32,6,0.8499870999949053,0,0,0,0,
b4,n12_two_clusters_2,two_clusters,12,12,2343.279107096473,195.27325892470608,7711.395535482366,123,2,22,3,0.8331572999886703,0,0,0,0,
b4,n12_narrow_sector_3,narrow_sector,12,12,2297.271522021892,191.43929350182432,7886.357610109461,110,1,21,1,0.5351842000090983,0,0,0,0,
b4,n12_coverage_seams_0,coverage_seams,12,12,3311.8745662017186,275.98954718347653,11984.372831008593,140,8,35,8,1.3983399999997346,0,0,0,0,
b4,n13_uniform_disk_1,uniform_disk,13,13,3097.3989118814357,238.26145476011044,11351.994559407178,125,6,28,5,1.3264663000009023,0,0,0,0,
b4,n13_outer_ring_2,outer_ring,13,13,3988.672522304989,306.8209632542299,15463.362611524943,137,5,33,6,0.4881427999935113,0,0,0,0,
b4,n13_two_clusters_3,two_clusters,13,13,2443.085687940006,187.9296683030774,8605.42843970003,109,2,25,2,0.9978488000051584,0,0,0,0,
b4,n13_narrow_sector_0,narrow_sector,13,13,2535.2156413649623,195.0165877973048,9186.078206824814,106,0,21,1,0.5243941000080667,0,0,0,0,
b4,n13_coverage_seams_1,coverage_seams,13,13,3578.066166258443,275.2358589429572,13150.330831292222,143,13,45,6,0.8979782999958843,0,0,0,0,
b4,n14_uniform_disk_2,uniform_disk,14,14,3635.961647388343,259.7115462420245,14204.808236941717,120,4,35,5,1.2766738000063924,0,0,0,0,
b4,n14_outer_ring_3,outer_ring,14,14,3279.388238067541,234.24201700482436,12131.941190337706,130,2,27,6,0.2950656000029994,0,0,0,0,
b4,n14_two_clusters_0,two_clusters,14,14,2696.06135928516,192.57581137751143,9200.306796425799,131,1,25,3,0.6068948000029195,0,0,0,0,
b4,n14_narrow_sector_1,narrow_sector,14,14,2427.804817876538,173.41462984832415,8794.02408938269,100,0,22,1,0.41490249999333173,0,0,0,0,
b4,n14_coverage_seams_2,coverage_seams,14,14,3427.646532216298,244.831895158307,12443.232661081494,141,12,45,6,1.0552899000031175,0,0,0,0,
b4,n15_uniform_disk_3,uniform_disk,15,15,3512.478086381964,234.1652057587976,13417.390431909824,126,1,29,10,1.1548964999965392,0,0,0,0,
b4,n15_outer_ring_0,outer_ring,15,15,4304.50837050369,286.967224700246,17312.54185251845,128,4,41,6,0.6041701000067405,0,0,0,0,
b4,n15_two_clusters_1,two_clusters,15,15,2498.388286513385,166.55921910089234,8476.941432566928,121,2,25,3,0.9979877000005217,0,0,0,0,
b4,n15_narrow_sector_2,narrow_sector,15,15,2575.734154653836,171.71561031025573,9158.670773269183,111,2,28,1,0.9624861999909626,0,0,0,0,
b4,n15_coverage_seams_3,coverage_seams,15,15,3577.193838374322,238.4795892249548,13285.969191871605,137,12,46,7,1.2845688999950653,0,0,0,0,
b4,n16_uniform_disk_0,uniform_disk,16,16,3628.2069522590455,226.76293451619034,13856.034761295228,128,5,32,6,1.3467908000020543,0,0,0,0,
b4,n16_outer_ring_1,outer_ring,16,16,3387.1349838363058,211.6959364897691,12560.674919181527,130,9,36,6,1.0856945999985328,0,0,0,0,
b4,n16_two_clusters_2,two_clusters,16,16,2141.309926980437,133.8318704362773,7201.549634902186,103,2,23,3,0.8366702000057558,0,0,0,0,
b4,n16_narrow_sector_3,narrow_sector,16,16,1307.059419271434,81.69121370446463,3840.297096357169,76,2,20,0,0.6215139999985695,0,0,0,0,
b4,n16_coverage_seams_0,coverage_seams,16,16,3584.8917888853816,224.05573680533635,13534.458944426902,128,16,54,6,1.0665109999972628,0,0,0,0,
b5,n10_uniform_disk_2,uniform_disk,10,10,3499.9072091977646,349.99072091977644,13484.536045988823,126,0,24,5,1.0719431000034092,2,0,10,0,
b5,n10_outer_ring_3,outer_ring,10,10,3819.7417903398873,381.9741790339887,14613.708951699438,142,0,27,6,1.3273868999967817,7,0,3,0,
b5,n10_two_clusters_0,two_clusters,10,10,2435.956725284711,243.59567252847108,8194.783626423554,125,0,20,2,0.8054807000007713,2,0,6,0,
b5,n10_narrow_sector_1,narrow_sector,10,10,2573.351523940512,257.3351523940512,9156.757619702561,116,0,21,0,2.8052424999914365,4,0,10,0,
b5,n10_coverage_seams_2,coverage_seams,10,10,3308.862354798476,330.88623547984764,12019.31177399238,144,0,27,10,1.2819455999997444,6,0,2,0,
b5,n11_uniform_disk_3,uniform_disk,11,11,3195.3111422976162,290.48283111796513,11901.55571148808,127,1,25,4,1.7285885000019334,5,0,7,0,
b5,n11_outer_ring_0,outer_ring,11,11,3958.928737312715,359.90261248297406,15289.643686563575,142,0,32,7,1.6325911000021733,6,0,6,0,
b5,n11_two_clusters_1,two_clusters,11,11,2408.7975747480414,218.9815977043674,8223.987873740209,118,1,22,3,2.7756562000140548,4,0,8,0,
b5,n11_narrow_sector_2,narrow_sector,11,11,2688.5975126707585,244.41795569734168,9217.987563353792,132,0,19,1,0.9248522999987472,2,0,10,0,
b5,n11_coverage_seams_3,coverage_seams,11,11,3607.0407718637293,327.9127974421572,13935.20385931865,128,1,27,7,1.5628466000052867,4,0,6,0,
