x,y,area_m2,posterior_mass,R_conditional_min_m,R_conditional_max_m
219.68798272411,-1.1873138555035143,9.587265792505018,0.0003469369951044413,1000,1500
219.69005022062248,-0.7080265819114838,9.587265792501112,0.0003469369951042999,1000,1500
219.69107207042077,-0.22873593836405423,9.587265792505015,0.0003469369951044411,1000,1500
238.7058616825011,-8.066690958313439,9.587265792505017,0.00034693699510444123,1000,1500
238.73791452642502,-7.545791465079668,9.587265792501118,0.0003469369951043001,1000,1500
243.54962480058998,-7.305739884097957,9.587265792505027,0.0003469369951044416,1000,1500
243.39498690398466,-6.774408777582085,9.587265792501123,0.0003469369951043003,1000,1500
238.81543334792104,-5.982887411663425,9.58726579250501,0.00034693699510444096,1000,1500
238.82791763470343,-5.461859134697499,9.587265792505013,0.00034693699510444107,1000,1500
238.83926518531098,-4.940804861219543,9.587265792501112,0.0003469369951042999,1000,1500
238.84947594573345,-4.419727071262961,9.587265792505029,0.00034693699510444166,1000,1500
238.8585498673712,-3.8986282449731107,9.587265792505024,0.00034693699510444145,1000,1500
238.86648690703558,-3.3775108625957833,9.587265792501103,0.0003469369951042996,1000,1500
238.87328702694913,-2.856377404464757,9.587265792505024,0.00034693699510444145,1000,1500
238.87895019474564,-2.335230350990351,9.587265792505018,0.0003469369951044413,1000,1500
238.88347638347048,-1.8140721826478994,9.587265792501105,0.0003469369951042997,1000,1500
238.88686557158059,-1.2929053799653083,9.587265792505018,0.0003469369951044413,1000,1500
238.88911774294462,-0.771732423511715,9.587265792501118,0.0003469369951043001,1000,1500
238.89023288684302,-0.2505557938855139,9.587265792505018,0.0003469369951044413,1000,1500
260.9141725034124,-8.96658561820118,9.587265792505015,0.0003469369951044411,1000,1500
260.7948060641535,-8.397334678827827,9.587265792501109,0.0003469369951042998,1000,1500
256.5382677804974,-7.548518204685746,9.587265792505,0.00034693699510444063,1000,1500
256.55412556389354,-6.9888210057641595,9.587265792501105,0.0003469369951042997,1000,1500
256.5687622406527,-6.4290905425335385,9.587265792505008,0.0003469369951044409,1000,1500
256.5821777411095,-5.869329479112247,9.587265792505002,0.0003469369951044407,1000,1500
